Rank,Release Group,Worldwide,Domestic,%,Foreign,%
1,The Lord of the Rings: The Two Towers,"$936,689,735","$339,789,881",36.30%,"$596,899,854",63.70%
2,Harry Potter and the Chamber of Secrets,"$878,979,634","$261,988,482",29.80%,"$616,991,152",70.20%
3,Spider-Man,"$821,708,551","$403,706,375",49.10%,"$418,002,176",50.90%
4,Star Wars: Episode II - Attack of the Clones,"$645,256,452","$302,191,252",46.80%,"$343,065,200",53.20%
5,Men in Black II,"$441,818,803","$190,418,803",43.10%,"$251,400,000",56.90%
6,Die Another Day,"$431,971,116","$160,942,139",37.30%,"$271,028,977",62.70%
7,Signs,"$408,247,917","$227,966,634",55.80%,"$180,281,283",44.20%
8,Ice Age,"$383,257,136","$176,387,405",46%,"$206,869,731",54%
9,My Big Fat Greek Wedding,"$368,744,044","$241,438,208",65.50%,"$127,305,836",34.50%
10,Minority Report,"$358,372,926","$132,072,926",36.90%,"$226,300,000",63.10%
11,Catch Me If You Can,"$352,114,312","$164,615,351",46.80%,"$187,498,961",53.20%
12,Chicago,"$306,776,732","$170,687,518",55.60%,"$136,089,214",44.40%
13,Austin Powers in Goldmember,"$296,938,801","$213,307,889",71.80%,"$83,630,912",28.20%
14,xXx,"$277,448,382","$142,109,382",51.20%,"$135,339,000",48.80%
15,Scooby-Doo,"$275,650,703","$153,294,164",55.60%,"$122,356,539",44.40%
16,Lilo & Stitch,"$273,144,151","$145,794,338",53.40%,"$127,349,813",46.60%
17,The Ring,"$249,348,933","$129,128,133",51.80%,"$120,220,800",48.20%
18,8 Mile,"$242,875,078","$116,750,901",48.10%,"$126,124,177",51.90%
19,The Bourne Identity,"$214,034,224","$121,661,683",56.80%,"$92,372,541",43.20%
20,Red Dragon,"$209,196,298","$93,149,898",44.50%,"$116,046,400",55.50%
21,Two Weeks Notice,"$199,043,242","$93,354,851",46.90%,"$105,688,391",53.10%
22,Panic Room,"$196,397,415","$96,397,334",49.10%,"$100,000,081",50.90%
23,The Sum of All Fears,"$193,921,372","$118,907,036",61.30%,"$75,014,336",38.70%
24,Gangs of New York,"$193,772,504","$77,812,000",40.20%,"$115,960,504",59.80%
25,Road to Perdition,"$181,001,478","$104,454,762",57.70%,"$76,546,716",42.30%
26,Sweet Home Alabama,"$180,622,424","$127,223,418",70.40%,"$53,399,006",29.60%
27,The Scorpion King,"$178,799,308","$91,047,077",50.90%,"$87,752,231",49.10%
28,Hero,"$177,395,557","$53,710,019",30.30%,"$123,685,538",69.70%
